Date,Mon,Tue,Wed,Thu,Fri,Sat
"  17/05/21
  To
  22/05/21","  2
  4
  6","  29 ","  1
  2
  6","  1
  1
  9","  16 ","  1
  2
  3","  1
  4
  8","  37 ","  2
  7
  8","  5
  6
  7","  88 ","  4
  4
  0","  1
  5
  6","  29 ","  1
  9
  9","  5
  6
  9","  01 ","  1
  2
  8","  24/05/21
  To
  29/05/21","  4
  4
  7","  54 ","  1
  3
  0","  1
  4
  0","  5 ","  
  
  ","  1
  4
  0","  54 ","  2
  2
  0","  1
  3
  0","  44 ","  2
  4
  8","  1
  6
  8","  52 ","  4
  8
  0","  5
  7
  0","  27 ","  1
  6
  0","  31/05/21
  To
  05/06/21","  1
  6
  0","  77 ","  2
  5
  0","  2
  5
  8","  51 ","  4
  8
  9","  5
  9
  0","  41 ","  2
  3
  6","  2
  4
  6","  21 ","  1
  2
  8","  3
  8
  9","  00 ","  0
  0
  0","  1
  1
  2","  45 ","  1
  2
  2","  07/06/21
  To
  12/06/21","  5
  5
  7","  70 ","  2
  2
  6","  5
  6
  7","  89 ","  1
  2
  6","  2
  2
  8","  29 ","  4
  7
  8","  1
  8
  8","  73 ","  1
  6
  6","  1
  7
  9","  73 ","  2
  5
  6","  1
  2
  5","  85 ","  1
  6
  8","  14/06/21
  To
  19/06/21","  6
  7
  8","  11 ","  4
  7
  0","  4
  6
  0","  09 ","  2
  8
  9","  3
  6
  9","  88 ","  2
  3
  3","  2
  3
  9","  47 ","  1
  7
  9","  8
  9
  0","  70 ","  2
  9
  9","  4
  5
  0","  90 ","  4
  7
  9","  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  24/05/21
  To
  29/05/21","  4
  4
  7","  54 ","  1
  3
  0","  1
  4
  0","  5 ","  
  
  ","  1
  4
  0","  54 ","  2
  2
  0","  1
  3
  0","  44 ","  2
  4
  8","  1
  6
  8","  52 ","  4
  8
  0","  5
  7
  0","  27 ","  1
  6
  0","  31/05/21
  To
  05/06/21","  1
  6
  0","  77 ","  2
  5
  0","  2
  5
  8","  51 ","  4
  8
  9","  5
  9
  0","  41 ","  2
  3
  6","  2
  4
  6","  21 ","  1
  2
  8","  3
  8
  9","  00 ","  0
  0
  0","  1
  1
  2","  45 ","  1
  2
  2","  07/06/21
  To
  12/06/21","  5
  5
  7","  70 ","  2
  2
  6","  5
  6
  7","  89 ","  1
  2
  6","  2
  2
  8","  29 ","  4
  7
  8","  1
  8
  8","  73 ","  1
  6
  6","  1
  7
  9","  73 ","  2
  5
  6","  1
  2
  5","  85 ","  1
  6
  8","  14/06/21
  To
  19/06/21","  6
  7
  8","  11 ","  4
  7
  0","  4
  6
  0","  09 ","  2
  8
  9","  3
  6
  9","  88 ","  2
  3
  3","  2
  3
  9","  47 ","  1
  7
  9","  8
  9
  0","  70 ","  2
  9
  9","  4
  5
  0","  90 ","  4
  7
  9","  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  31/05/21
  To
  05/06/21","  1
  6
  0","  77 ","  2
  5
  0","  2
  5
  8","  51 ","  4
  8
  9","  5
  9
  0","  41 ","  2
  3
  6","  2
  4
  6","  21 ","  1
  2
  8","  3
  8
  9","  00 ","  0
  0
  0","  1
  1
  2","  45 ","  1
  2
  2","  07/06/21
  To
  12/06/21","  5
  5
  7","  70 ","  2
  2
  6","  5
  6
  7","  89 ","  1
  2
  6","  2
  2
  8","  29 ","  4
  7
  8","  1
  8
  8","  73 ","  1
  6
  6","  1
  7
  9","  73 ","  2
  5
  6","  1
  2
  5","  85 ","  1
  6
  8","  14/06/21
  To
  19/06/21","  6
  7
  8","  11 ","  4
  7
  0","  4
  6
  0","  09 ","  2
  8
  9","  3
  6
  9","  88 ","  2
  3
  3","  2
  3
  9","  47 ","  1
  7
  9","  8
  9
  0","  70 ","  2
  9
  9","  4
  5
  0","  90 ","  4
  7
  9","  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  07/06/21
  To
  12/06/21","  5
  5
  7","  70 ","  2
  2
  6","  5
  6
  7","  89 ","  1
  2
  6","  2
  2
  8","  29 ","  4
  7
  8","  1
  8
  8","  73 ","  1
  6
  6","  1
  7
  9","  73 ","  2
  5
  6","  1
  2
  5","  85 ","  1
  6
  8","  14/06/21
  To
  19/06/21","  6
  7
  8","  11 ","  4
  7
  0","  4
  6
  0","  09 ","  2
  8
  9","  3
  6
  9","  88 ","  2
  3
  3","  2
  3
  9","  47 ","  1
  7
  9","  8
  9
  0","  70 ","  2
  9
  9","  4
  5
  0","  90 ","  4
  7
  9","  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  14/06/21
  To
  19/06/21","  6
  7
  8","  11 ","  4
  7
  0","  4
  6
  0","  09 ","  2
  8
  9","  3
  6
  9","  88 ","  2
  3
  3","  2
  3
  9","  47 ","  1
  7
  9","  8
  9
  0","  70 ","  2
  9
  9","  4
  5
  0","  90 ","  4
  7
  9","  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  21/06/21
  To
  26/06/21","  2
  3
  4","  91 ","  5
  6
  0","  5
  6
  0","  12 ","  2
  2
  8","  6
  6
  6","  85 ","  3
  6
  6","  5
  6
  8","  95 ","  2
  5
  8","  3
  5
  0","  81 ","  1
  1
  9","  4
  5
  6","  53 ","  3
  4
  6","  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  28/06/21
  To
  03/07/21","  1
  2
  6","  92 ","  2
  3
  7","  
  
  ","   ","  3
  3
  0","  1
  3
  4","  83 ","  1
  3
  9","  1
  2
  4","  71 ","  2
  9
  0","  3
  6
  9","  85 ","  6
  9
  0","  3
  6
  0","  93 ","  1
  2
  9","  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  05/07/21
  To
  10/07/21","  5
  0
  0","  51 ","  2
  9
  0","  3
  5
  9","  72 ","  1
  3
  8","  4
  5
  0","  91 ","  3
  9
  9","  1
  6
  8","  51 ","  5
  6
  0","  1
  6
  8","  51 ","  5
  6
  0","  1
  2
  8","  16 ","  1
  5
  0","  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  12/07/21
  To
  17/07/21","  1
  1
  7","  94 ","  1
  4
  9","  1
  1
  0","  26 ","  1
  7
  8","  0
  0
  0","  00 ","  5
  5
  0","  5
  5
  7","  79 ","  1
  8
  0","  1
  5
  0","  60 ","  5
  6
  9","  1
  5
  5","  13 ","  2
  3
  8","  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  19/07/21
  To
  24/07/21","  2
  2
  9","  32 ","  5
  7
  0","  7
  9
  0","  60 ","  1
  4
  5","  4
  9
  9","  20 ","  3
  8
  9","  1
  1
  2","  45 ","  5
  5
  5","  1
  1
  5","  72 ","  1
  1
  0","  2
  2
  9","  38 ","  9
  9
  0","  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
"  26/07/21
  To
  31/07/21","  2
  3
  5","  02 ","  5
  7
  0","  2
  3
  8","  36 ","  1
  2
  3","  1
  7
  8","  69 ","  6
  6
  7","  9
  0
  0","  98 ","  1
  1
  6","  5
  0
  0","  59 ","  2
  8
  9"
